0.006087399,0.1154665,-0.05341029,-0.002518873,-0.04351372,0.01206007,-0.009639565,0.004410295,-0.002890017,0.01111287,-0.01044827,0.002688287,0.6792852
0.006087399,0.1154665,-0.05341029,-0.002518873,-0.04351372,0.01206007,-0.009639565,0.004410295,-0.002890017,0.01111287,-0.01044827,0.002688287,0.6792852
0.006087399,0.1154665,-0.05341029,-0.002518873,-0.04351372,0.01206007,-0.009639565,0.004410295,-0.002890017,0.01111287,-0.01044827,0.002688287,0.6792852
0.006087399,0.1154665,-0.05341029,-0.002518873,-0.04351372,0.01206007,-0.009639565,0.004410295,-0.002890017,0.01111287,-0.01044827,0.002688287,0.6792852
0.005471012,0.1148058,-0.04695827,-0.002048519,-0.04293945,0.01191756,-0.01169921,0.002735135,0.0455151,0.0127607,-0.007628158,0.002614408,0.6435512
0.005471012,0.1148058,-0.04695827,-0.002048519,-0.04293945,0.01191756,-0.01169921,0.002735135,0.0455151,0.0127607,-0.007628158,0.002614408,0.6435512
0.005471012,0.1148058,-0.04695827,-0.002048519,-0.04293945,0.01191756,-0.01169921,0.002735135,0.0455151,0.0127607,-0.007628158,0.002614408,0.6435512
0.005471012,0.1148058,-0.04695827,-0.002048519,-0.04293945,0.01191756,-0.01169921,0.002735135,0.0455151,0.0127607,-0.007628158,0.002614408,0.6435512
0.005471012,0.1148058,-0.04695827,-0.002048519,-0.04293945,0.01191756,-0.01169921,0.002735135,0.0455151,0.0127607,-0.007628158,0.002614408,0.6435512
0.005024891,0.114466,-0.04258108,-0.00170663,-0.04247538,0.01176937,-0.01271575,0.002599815,0.0432362,0.01338511,-0.005739997,0.002591396,0.63651
0.004653808,0.114263,-0.03975105,-0.00150392,-0.04228818,0.01168356,-0.01306061,0.003871273,0.02222179,0.01358984,-0.004215151,0.002588984,0.6415329
0.004653808,0.114263,-0.03975105,-0.00150392,-0.04228818,0.01168356,-0.01306061,0.003871273,0.02222179,0.01358984,-0.004215151,0.002588984,0.6415329
0.004653808,0.114263,-0.03975105,-0.00150392,-0.04228818,0.01168356,-0.01306061,0.003871273,0.02222179,0.01358984,-0.004215151,0.002588984,0.6415329
